"Computer date","Tree ID","Date","Maple Species","Latitude","Longitude","Concrete","Habitat","Shade","Tree Circumference_in","Damage","Other Comments","Leaf Color","Leaves Dropping","Fruit","C16-D"
"10/29/2015 - 2:12pm",54,"10/29/2015","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)","1015344:00:00"
"10/29/2015 - 2:12pm",54,"10/29/2015","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"","","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:12pm",54,"10/29/2015","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:12pm",54,"10/29/2015","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:12pm",54,"10/29/2015","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"","name: James","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)","1015344:00:00"
"10/29/2015 - 2:12pm",54,"10/29/2015","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:12pm",54,"10/29/2015","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:12pm",54,"10/29/2015","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:12pm",54,"10/29/2015","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"","we named him Edward.","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:12pm",54,"10/29/2015","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:10pm",55,"10/29/2015","Silver Maple",44.605696,-75.167442,"Yes","School lawn","Open (more than 5hr per day of direct sun)",104,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)","1015344:00:00"
"10/29/2015 - 2:10pm",55,"10/29/2015","Silver Maple",44.605696,-75.167442,"Yes","School lawn","Open (more than 5hr per day of direct sun)",104,"","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:07pm",56,"10/29/2015","Sugar Maple",44.60493,-75.168005,"Yes","School lawn","Open (more than 5hr per day of direct sun)",90,"","cracks in the bark. more holes in the leaves. grey greenish splashes on the leav","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 12:48pm",35,"10/29/2015","Sugar Maple",44.611436,-7.16954,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",37,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 12:48pm",35,"10/29/2015","Sugar Maple",44.611436,-7.16954,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",37,"","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 12:48pm",35,"10/29/2015","Sugar Maple",44.611436,-7.16954,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",37,"","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 12:48pm",35,"10/29/2015","Sugar Maple",44.611436,-7.16954,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",37,"","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 12:48pm",35,"10/29/2015","Sugar Maple",44.611436,-7.16954,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",37,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 12:48pm",35,"10/29/2015","Sugar Maple",44.611436,-7.16954,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",37,"","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/28/2015 - 11:43am",40,"10/29/2015","Sugar Maple",44.610247,-75.169787,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",26,"","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)","1015344:00:00"
"10/29/2015 - 12:50pm",41,"10/29/2015","Sugar Maple",44.608917,-75.171201,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",27,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 12:47pm",42,"10/29/2015","Sugar Maple",44.611236,-75.169032,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",38,"tree branch loss and moss","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:09pm",48,"10/29/2015","Sugar Maple",44.605362,-75.167645,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",104,"spots on leaves","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 12:48pm",36,"10/29/2015","Sugar Maple",44.611451,-75.16956,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",26,"","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 12:53pm",39,"10/29/2015","Sugar Maple",44.611434,-75.169531,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",39,"","None","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 12:47pm",43,"10/29/2015","Sugar Maple",44.611236,-76.169032,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",4,"some insect damage","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"11/06/2015 - 11:00am",15,"11/6/2015","Sugar Maple",44.611452,-75.169535,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",42,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015536:00:00"
"11/06/2015 - 10:53am",,"11/6/2015","Sugar Maple",44.610277,-75.169802,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",48,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015536:00:00"
"11/06/2015 - 2:19pm",55,"11/6/2015","Red Maple",44.605696,-74.167442,"Yes","School lawn","Open (more than 5hr per day of direct sun)",100,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015536:00:00"
"11/06/2015 - 2:19pm",55,"11/6/2015","Red Maple",44.605696,-74.167442,"Yes","School lawn","Open (more than 5hr per day of direct sun)",100,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015536:00:00"
"11/06/2015 - 8:39am",8,"11/6/2015","Sugar Maple",44.61138,-75.169582,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",49,"moss","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015536:00:00"
"11/06/2015 - 8:48am",11,"11/6/2015","Sugar Maple",44.61138,-75.169582,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",34,"missing branches","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015536:00:00"
"11/06/2015 - 8:40am",12,"11/6/2015","Sugar Maple",44.344,-75.157,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",24,"none","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015536:00:00"
"11/06/2015 - 10:55am",16,"11/6/2015","Sugar Maple",44.61,-75.17,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",25,"None","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015536:00:00"
"11/06/2015 - 10:56am",17,"11/6/2015","Sugar Maple",44.611465,-75.169554,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",35,"","","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015536:00:00"
"11/06/2015 - 10:55am",23,"11/6/2015","Sugar Maple",44.575389,-75.1361,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",25,"","","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015536:00:00"
"11/06/2015 - 11:31am",25,"11/6/2015","Sugar Maple",44.611455,-75.169544,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",9,"","scratch 4 1/2 in rubbed and when skaded a branch fell ","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","Late:  Most or all fruits or seeds have been dispersed from tree (over 90%)","1015536:00:00"
"11/06/2015 - 11:35am",28,"11/6/2015","Sugar Maple",44.611443,-75.16954,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",25,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015536:00:00"
"11/06/2015 - 11:34am",30,"11/6/2015","Sugar Maple",44.61029,-75.170224,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",54,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015536:00:00"
"11/06/2015 - 11:32am",31,"11/6/2015","Sugar Maple",44.36412,-75.10104,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",45,"","","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","Early:  Only a few ripe fruits are visible (less than 10%)","1015536:00:00"
